"","V1","V2","V3","V4","V5"
"980",0.989795918367347,0.0102040816326531,0,0,0
"1134",0.962616822429907,0.0280373831775701,0.00934579439252336,0,0
"1222",0.979591836734694,0.0204081632653061,0,0,0
"1344",0.990384615384615,0.00961538461538462,0,0,0
"1353",0.99,0.01,0,0,0
"1380",0.836734693877551,0.163265306122449,0,0,0
"1434",0.990196078431373,0.00980392156862745,0,0,0
"1483",1,0,0,0,0
"1484",0.98989898989899,0.0101010101010101,0,0,0
"1595",1,0,0,0,0
"1644",1,0,0,0,0
"1695",0.990196078431373,0.00980392156862745,0,0,0
"1728",0.948979591836735,0.0510204081632653,0,0,0
"1791",0.955056179775281,0.0337078651685393,0.0112359550561798,0,0
"1797",0.977777777777778,0.0222222222222222,0,0,0
"1803",1,0,0,0,0
"1883",1,0,0,0,0
"1956",0.958762886597938,0.0309278350515464,0.0103092783505155,0,0
"2058",1,0,0,0,0
"2104",0.980952380952381,0.00952380952380952,0.00952380952380952,0,0
"2121",0.99047619047619,0.00952380952380952,0,0,0
"2190",0.989473684210526,0.0105263157894737,0,0,0
"2275",0.989690721649485,0.0103092783505155,0,0,0
"2311",0.897727272727273,0.0568181818181818,0.0227272727272727,0.0113636363636364,0.0113636363636364
"2328",0.944444444444444,0.0333333333333333,0.0222222222222222,0,0
"2466",0.989010989010989,0.010989010989011,0,0,0
"2592",1,0,0,0,0
"2609",1,0,0,0,0
"2613",1,0,0,0,0
"2685",0.98876404494382,0.0112359550561798,0,0,0
"2763",0.98936170212766,0.0106382978723404,0,0,0
"2901",0.955056179775281,0.0337078651685393,0.0112359550561798,0,0
"3024",0.988888888888889,0.0111111111111111,0,0,0
"3030",1,0,0,0,0
"3078",0.976470588235294,0.0117647058823529,0.0117647058823529,0,0
"3093",0.963855421686747,0.0240963855421687,0.0120481927710843,0,0
"3180",1,0,0,0,0
"3365",0.96,0.0266666666666667,0.0133333333333333,0,0
"3379",0.948717948717949,0.0384615384615385,0.0128205128205128,0,0
"3511",0.962025316455696,0.0379746835443038,0,0,0
"3560",0.962025316455696,0.0126582278481013,0.0126582278481013,0.0126582278481013,0
"3629",0.978021978021978,0.010989010989011,0.010989010989011,0,0
"3687",0.98,0.02,0,0,0
"3854",1,0,0,0,0
"3924",1,0,0,0,0
"3940",1,0,0,0,0
"3951",1,0,0,0,0
"4170",0.932038834951456,0.058252427184466,0.00970873786407767,0,0
"4277",0.969387755102041,0.0204081632653061,0.0102040816326531,0,0
"4286",0.989473684210526,0.0105263157894737,0,0,0
"4324",0.989473684210526,0.0105263157894737,0,0,0
"4355",0.966666666666667,0.0222222222222222,0.0111111111111111,0,0
"4621",0.95,0.05,0,0,0
"4764",0.967032967032967,0.032967032967033,0,0,0
"4918",0.989583333333333,0.0104166666666667,0,0,0
"4950",0.990654205607477,0.00934579439252336,0,0,0
"4959",0.972222222222222,0.00925925925925926,0.00925925925925926,0.00925925925925926,0
"4990",0.951923076923077,0.0384615384615385,0.00961538461538462,0,0
"5004",0.972222222222222,0.0185185185185185,0.00925925925925926,0,0
"5029",0.990384615384615,0.00961538461538462,0,0,0
"5066",0.990909090909091,0.00909090909090909,0,0,0
"5145",0.981651376146789,0.018348623853211,0,0,0
"5175",0.990990990990991,0.00900900900900901,0,0,0
"5220",0.943820224719101,0.0224719101123595,0.0224719101123595,0.0112359550561798,0
"5222",0.957446808510638,0.0425531914893617,0,0,0
"5223",0.953703703703704,0.0462962962962963,0,0,0
"5317",0.981981981981982,0.00900900900900901,0.00900900900900901,0,0
"5319",0.982142857142857,0.0178571428571429,0,0,0
"5351",0.974576271186441,0.0169491525423729,0.00847457627118644,0,0
"5407",0.955752212389381,0.0353982300884956,0.00884955752212389,0,0
"5412",0.982608695652174,0.00869565217391304,0.00869565217391304,0,0
"5486",0.991150442477876,0.00884955752212389,0,0,0
"5487",1,0,0,0,0
"5515",0.991304347826087,0.00869565217391304,0,0,0
"5524",0.982608695652174,0.00869565217391304,0.00869565217391304,0,0
"5544",0.991228070175439,0.0087719298245614,0,0,0
"5557",0.991150442477876,0.00884955752212389,0,0,0
"5952",0.94949494949495,0.0505050505050505,0,0,0
"6015",0.942857142857143,0.0571428571428571,0,0,0
"6080",1,0,0,0,0
"6177",0.923809523809524,0.0571428571428571,0.019047619047619,0,0
"6326",0.981132075471698,0.00943396226415094,0.00943396226415094,0,0
"6341",0.721649484536082,0.247422680412371,0.0206185567010309,0.0103092783505155,0
"6370",0.972222222222222,0.00925925925925926,0.00925925925925926,0.00925925925925926,0
"6385",1,0,0,0,0
"6409",0.98019801980198,0.0099009900990099,0.0099009900990099,0,0
"6421",1,0,0,0,0
"6711",0.99,0.01,0,0,0
"6741",0.978494623655914,0.010752688172043,0.010752688172043,0,0
"6789",0.977011494252874,0.0114942528735632,0.0114942528735632,0,0
"6816",0.978494623655914,0.021505376344086,0,0,0
"7003",0.96078431372549,0.0294117647058824,0.00980392156862745,0,0
"7004",0.99009900990099,0.0099009900990099,0,0,0
"7009",0.951456310679612,0.0485436893203883,0,0,0
"7116",0.971698113207547,0.0188679245283019,0.00943396226415094,0,0
"7180",0.991150442477876,0.00884955752212389,0,0,0
"7205",0.981651376146789,0.0091743119266055,0.0091743119266055,0,0
"7206",1,0,0,0,0
"7225",0.801980198019802,0.188118811881188,0.0099009900990099,0,0
"7250",0.971698113207547,0.0188679245283019,0.00943396226415094,0,0
"7288",0.981651376146789,0.0091743119266055,0.0091743119266055,0,0
"7315",0.941747572815534,0.029126213592233,0.029126213592233,0,0
"7458",0.858695652173913,0.119565217391304,0.0217391304347826,0,0
"7596",0.976190476190476,0.0238095238095238,0,0,0
"7623",0.975903614457831,0.0120481927710843,0.0120481927710843,0,0
"7626",0.963414634146341,0.024390243902439,0.0121951219512195,0,0
"7668",1,0,0,0,0
"7672",1,0,0,0,0
"7702",0.987179487179487,0.0128205128205128,0,0,0
"8106",0.989247311827957,0.010752688172043,0,0,0
"8108",0.988888888888889,0.0111111111111111,0,0,0
"8114",0.989247311827957,0.010752688172043,0,0,0
"8189",0.965116279069767,0.0232558139534884,0.0116279069767442,0,0
"8207",0.98876404494382,0.0112359550561798,0,0,0
"8323",0.967032967032967,0.032967032967033,0,0,0
"8381",1,0,0,0,0
"8438",0.988888888888889,0.0111111111111111,0,0,0
"8467",0.978494623655914,0.021505376344086,0,0,0
"8534",0.979166666666667,0.0104166666666667,0.0104166666666667,0,0
"8546",0.989583333333333,0.0104166666666667,0,0,0
"8625",0.958333333333333,0.0416666666666667,0,0,0
"8637",0.967032967032967,0.032967032967033,0,0,0
"8662",1,0,0,0,0
"8702",0.964285714285714,0.0357142857142857,0,0,0
"8705",0.903614457831325,0.036144578313253,0.0240963855421687,0.0240963855421687,0.0120481927710843
"8727",0.954545454545455,0.0340909090909091,0.0113636363636364,0,0
"8788",0.964705882352941,0.0352941176470588,0,0,0
"8805",0.906976744186046,0.0581395348837209,0.0232558139534884,0.0116279069767442,0
"8855",1,0,0,0,0
"8861",0.952380952380952,0.0357142857142857,0.0119047619047619,0,0
"8913",0.988095238095238,0.0119047619047619,0,0,0
"8940",0.988505747126437,0.0114942528735632,0,0,0
"8958",0.977777777777778,0.0111111111111111,0.0111111111111111,0,0
"8990",1,0,0,0,0
"9007",1,0,0,0,0
"9072",0.869047619047619,0.119047619047619,0.0119047619047619,0,0
"9074",0.987951807228916,0.0120481927710843,0,0,0
"9080",0.974358974358974,0.0128205128205128,0.0128205128205128,0,0
"9081",0.961538461538462,0.0256410256410256,0.0128205128205128,0,0
"9372",0.989473684210526,0.0105263157894737,0,0,0
"9454",0.901234567901235,0.0864197530864197,0.0123456790123457,0,0
"9505",0.978723404255319,0.0106382978723404,0.0106382978723404,0,0
"9573",0.988505747126437,0.0114942528735632,0,0,0
"9579",0.981481481481482,0.0185185185185185,0,0,0
"10053",0.989473684210526,0.0105263157894737,0,0,0
"10134",0.97752808988764,0.0112359550561798,0.0112359550561798,0,0
"10158",0.976744186046512,0.0232558139534884,0,0,0
"10221",0.894117647058824,0.105882352941176,0,0,0
"10262",0.5,0.416666666666667,0.0833333333333333,0,0
"10264",0.533333333333333,0.266666666666667,0.2,0,0
"10320",0.949367088607595,0.0253164556962025,0.0253164556962025,0,0
"10325",0.902439024390244,0.048780487804878,0.0365853658536585,0.0121951219512195,0
"10339",0.976470588235294,0.0117647058823529,0.0117647058823529,0,0
"10563",0.967032967032967,0.032967032967033,0,0,0
"10606",0.964705882352941,0.0235294117647059,0.0117647058823529,0,0
"10716",0.956043956043956,0.043956043956044,0,0,0
"10870",0.975903614457831,0.0240963855421687,0,0,0
"10903",0.974683544303797,0.0253164556962025,0,0,0
"10970",0.9875,0.0125,0,0,0
"10977",0.905882352941176,0.0588235294117647,0.0352941176470588,0,0
"10996",1,0,0,0,0
"11075",0.987654320987654,0.0123456790123457,0,0,0
"11082",0.962025316455696,0.0126582278481013,0.0126582278481013,0.0126582278481013,0
"11109",0.986301369863014,0.0136986301369863,0,0,0
"11123",0.941860465116279,0.0465116279069767,0.0116279069767442,0,0
"11132",0.989010989010989,0.010989010989011,0,0,0
"11137",1,0,0,0,0
"11144",0.923076923076923,0.032967032967033,0.021978021978022,0.010989010989011,0.010989010989011
"11149",1,0,0,0,0
"11255",1,0,0,0,0
"11261",1,0,0,0,0
"11357",0.988505747126437,0.0114942528735632,0,0,0
"11417",1,0,0,0,0
"11456",0.975609756097561,0.024390243902439,0,0,0
"11478",0.96551724137931,0.0229885057471264,0.0114942528735632,0,0
"11479",0.977011494252874,0.0229885057471264,0,0,0
"11523",0.917647058823529,0.0705882352941176,0.0117647058823529,0,0
"11543",0.978260869565217,0.0108695652173913,0.0108695652173913,0,0
"11556",0.944444444444444,0.0444444444444444,0.0111111111111111,0,0
"11606",1,0,0,0,0
"11670",0.948453608247423,0.0412371134020619,0.0103092783505155,0,0
"11705",0.96969696969697,0.0303030303030303,0,0,0
"11732",0.980392156862745,0.00980392156862745,0.00980392156862745,0,0
"11856",0.978260869565217,0.0217391304347826,0,0,0
"11858",1,0,0,0,0
"11870",0.979381443298969,0.0206185567010309,0,0,0
"11941",0.956043956043956,0.043956043956044,0,0,0
"12109",0.988888888888889,0.0111111111111111,0,0,0
"12124",0.977011494252874,0.0114942528735632,0.0114942528735632,0,0
"12179",0.978021978021978,0.021978021978022,0,0,0
"12184",0.978260869565217,0.0217391304347826,0,0,0
"12271",1,0,0,0,0
"12296",0.979591836734694,0.0204081632653061,0,0,0
"12302",0.946808510638298,0.0319148936170213,0.0212765957446809,0,0
"12534",0.978723404255319,0.0106382978723404,0.0106382978723404,0,0
"12598",0.945054945054945,0.0549450549450549,0,0,0
"12620",0.935483870967742,0.032258064516129,0.021505376344086,0.010752688172043,0
"12647",0.977777777777778,0.0111111111111111,0.0111111111111111,0,0
"12649",0.935483870967742,0.043010752688172,0.010752688172043,0.010752688172043,0
"12694",0.978260869565217,0.0217391304347826,0,0,0
"12887",1,0,0,0,0
"12937",0.980392156862745,0.00980392156862745,0.00980392156862745,0,0
"13021",0.980582524271845,0.0194174757281553,0,0,0
"13136",0.920792079207921,0.0495049504950495,0.0099009900990099,0.0099009900990099,0.0099009900990099
"13255",0.957894736842105,0.0315789473684211,0.0105263157894737,0,0
"13288",0.978947368421053,0.0105263157894737,0.0105263157894737,0,0
"13512",0.944444444444444,0.0444444444444444,0.0111111111111111,0,0
"13532",0.988888888888889,0.0111111111111111,0,0,0
"13563",0.943820224719101,0.0449438202247191,0.0112359550561798,0,0
"13591",0.932584269662921,0.0449438202247191,0.0224719101123595,0,0
"13596",0.932584269662921,0.0561797752808989,0.0112359550561798,0,0
"13598",0.977777777777778,0.0111111111111111,0.0111111111111111,0,0
"13618",1,0,0,0,0
"14115",0.989795918367347,0.0102040816326531,0,0,0
"14138",0.943661971830986,0.0422535211267606,0.0140845070422535,0,0
"14156",0.98,0.01,0.01,0,0
"14612",0.968085106382979,0.0319148936170213,0,0,0
"14614",0.968085106382979,0.0212765957446809,0.0106382978723404,0,0
"14732",0.956043956043956,0.032967032967033,0.010989010989011,0,0
"14833",0.943181818181818,0.0454545454545455,0.0113636363636364,0,0
"14834",0.988505747126437,0.0114942528735632,0,0,0
"15230",1,0,0,0,0
"15353",0.975609756097561,0.0121951219512195,0.0121951219512195,0,0
"15354",0.951807228915663,0.036144578313253,0.0120481927710843,0,0
"15484",1,0,0,0,0
"15787",0.974683544303797,0.0253164556962025,0,0,0
"15835",0.987179487179487,0.0128205128205128,0,0,0
"15862",0.958904109589041,0.0136986301369863,0.0136986301369863,0.0136986301369863,0
"15908",0.954545454545455,0.0454545454545455,0,0,0
"15959",0.986842105263158,0.0131578947368421,0,0,0
"16097",0.988636363636364,0.0113636363636364,0,0,0
"16121",0.91358024691358,0.0864197530864197,0,0,0
"16123",0.98780487804878,0.0121951219512195,0,0,0
"16145",0.9625,0.025,0.0125,0,0
"16376",0.902439024390244,0.0365853658536585,0.0365853658536585,0.0121951219512195,0.0121951219512195
"16496",1,0,0,0,0
"16877",0.99,0.01,0,0,0
"17117",0.990566037735849,0.00943396226415094,0,0,0
"17353",0.963636363636364,0.0272727272727273,0.00909090909090909,0,0
"17533",1,0,0,0,0
"17660",0.925233644859813,0.0654205607476635,0.00934579439252336,0,0
"17957",0.973214285714286,0.0267857142857143,0,0,0
"17972",0.983050847457627,0.00847457627118644,0.00847457627118644,0,0
"18032",0.982905982905983,0.0170940170940171,0,0,0
"18097",1,0,0,0,0
"18098",1,0,0,0,0
"18263",0.99009900990099,0.0099009900990099,0,0,0
"18286",0.343434343434343,0.343434343434343,0.313131313131313,0,0
"18299",1,0,0,0,0
"18340",0.991228070175439,0.0087719298245614,0,0,0
"18398",0.982300884955752,0.0176991150442478,0,0,0
"18543",0.989473684210526,0.0105263157894737,0,0,0
"18672",0.9875,0.0125,0,0,0
"18674",0.8875,0.0875,0.025,0,0
"18822",0.98780487804878,0.0121951219512195,0,0,0
"18990",0.9875,0.0125,0,0,0
"19045",1,0,0,0,0
"19067",1,0,0,0,0
"19087",0.987951807228916,0.0120481927710843,0,0,0
"19126",0.977011494252874,0.0114942528735632,0.0114942528735632,0,0
"19466",0.96969696969697,0.0202020202020202,0.0101010101010101,0,0
"19558",1,0,0,0,0
"19646",1,0,0,0,0
"19648",0.972972972972973,0.018018018018018,0.00900900900900901,0,0
"19670",0.991071428571429,0.00892857142857143,0,0,0
"19701",0.990909090909091,0.00909090909090909,0,0,0
"19811",0.991525423728814,0.00847457627118644,0,0,0
"19875",0.963302752293578,0.018348623853211,0.0091743119266055,0.0091743119266055,0
"19901",0.972222222222222,0.0277777777777778,0,0,0
"20150",0.990825688073395,0.0091743119266055,0,0,0
"20189",0.98019801980198,0.0198019801980198,0,0,0
"20260",0.970588235294118,0.0196078431372549,0.00980392156862745,0,0
"20264",0.98,0.01,0.01,0,0
"20280",0.868686868686869,0.0707070707070707,0.0505050505050505,0.0101010101010101,0
"20298",0.969072164948454,0.0206185567010309,0.0103092783505155,0,0
"20657",0.96039603960396,0.0297029702970297,0.0099009900990099,0,0
"20982",0.971698113207547,0.00943396226415094,0.00943396226415094,0.00943396226415094,0
"21104",0.944444444444444,0.0444444444444444,0.0111111111111111,0,0
"21134",0.971153846153846,0.0192307692307692,0.00961538461538462,0,0
"21182",0.953271028037383,0.0467289719626168,0,0,0
"21221",0.354430379746835,0.278481012658228,0.240506329113924,0.126582278481013,0
"21225",0.32258064516129,0.225806451612903,0.193548387096774,0.129032258064516,0.129032258064516
"21242",0.477272727272727,0.363636363636364,0.159090909090909,0,0
"21246",0.92,0.08,0,0,0
"21404",0.944954128440367,0.0275229357798165,0.018348623853211,0.0091743119266055,0
"21410",0.929824561403509,0.0614035087719298,0.0087719298245614,0,0
"21412",0.972477064220184,0.018348623853211,0.0091743119266055,0,0
"21413",0.972477064220184,0.018348623853211,0.0091743119266055,0,0
"21440",0.9375,0.0357142857142857,0.0267857142857143,0,0
"21442",0.982456140350877,0.0175438596491228,0,0,0
"21443",0.991228070175439,0.0087719298245614,0,0,0
"21446",0.946428571428571,0.0357142857142857,0.00892857142857143,0.00892857142857143,0
"21449",0.963963963963964,0.027027027027027,0.00900900900900901,0,0
"21452",0.963636363636364,0.0181818181818182,0.0181818181818182,0,0
"21455",0.914285714285714,0.0380952380952381,0.0285714285714286,0.019047619047619,0
"21475",0.953271028037383,0.0280373831775701,0.0186915887850467,0,0
"21479",0.945945945945946,0.045045045045045,0.00900900900900901,0,0
"21487",0.821052631578947,0.115789473684211,0.0315789473684211,0.0210526315789474,0.0105263157894737
"21488",0.852631578947368,0.0736842105263158,0.0315789473684211,0.0315789473684211,0.0105263157894737
"21539",0.957983193277311,0.0336134453781513,0.00840336134453781,0,0
"21557",0.864864864864865,0.0810810810810811,0.036036036036036,0.00900900900900901,0.00900900900900901
"21562",0.926605504587156,0.073394495412844,0,0,0
"21563",0.963636363636364,0.0272727272727273,0.00909090909090909,0,0
"21578",0.923076923076923,0.0512820512820513,0.0256410256410256,0,0
"21587",0.944954128440367,0.036697247706422,0.018348623853211,0,0
"21595",0.980952380952381,0.00952380952380952,0.00952380952380952,0,0
"21596",0.971153846153846,0.00961538461538462,0.00961538461538462,0.00961538461538462,0
"21603",0.716981132075472,0.160377358490566,0.10377358490566,0.00943396226415094,0.00943396226415094
"21606",0.910714285714286,0.0535714285714286,0.0178571428571429,0.0178571428571429,0
"21653",0.911504424778761,0.0884955752212389,0,0,0
"21655",0.902654867256637,0.0707964601769911,0.0265486725663717,0,0
"21663",0.895652173913044,0.0521739130434783,0.0347826086956522,0.00869565217391304,0.00869565217391304
"21666",0.931034482758621,0.0517241379310345,0.00862068965517241,0.00862068965517241,0
"21670",0.939130434782609,0.0521739130434783,0.00869565217391304,0,0
"21687",0.857142857142857,0.0756302521008403,0.0336134453781513,0.0252100840336134,0.00840336134453781
"21695",0.991379310344828,0.00862068965517241,0,0,0
"21702",0.942622950819672,0.0573770491803279,0,0,0
"21707",0.91869918699187,0.056910569105691,0.024390243902439,0,0
"21713",0.966942148760331,0.0165289256198347,0.00826446280991736,0.00826446280991736,0
"21716",0.956521739130435,0.0260869565217391,0.0173913043478261,0,0
"21725",0.934426229508197,0.0327868852459016,0.0245901639344262,0.00819672131147541,0
"21731",0.926605504587156,0.0642201834862385,0.0091743119266055,0,0
"21732",0.918181818181818,0.0727272727272727,0.00909090909090909,0,0
"21736",0.817391304347826,0.0956521739130435,0.0869565217391304,0,0
"21741",0.982608695652174,0.0173913043478261,0,0,0
"21742",0.982608695652174,0.00869565217391304,0.00869565217391304,0,0
"21744",1,0,0,0,0
"21749",0.940677966101695,0.0338983050847458,0.00847457627118644,0.00847457627118644,0.00847457627118644
"21755",0.928571428571429,0.0535714285714286,0.0178571428571429,0,0
"21758",0.929203539823009,0.0442477876106195,0.0265486725663717,0,0
"21760",0.933884297520661,0.0495867768595041,0.0165289256198347,0,0
"21779",0.923728813559322,0.0593220338983051,0.0169491525423729,0,0
"21788",0.949579831932773,0.0420168067226891,0.00840336134453781,0,0
"21865",0.991379310344828,0.00862068965517241,0,0,0
"21936",0.964601769911504,0.0176991150442478,0.00884955752212389,0.00884955752212389,0
"21941",0.946428571428571,0.0446428571428571,0.00892857142857143,0,0
"21950",0.973214285714286,0.0267857142857143,0,0,0
"21953",1,0,0,0,0
"21990",0.963963963963964,0.027027027027027,0.00900900900900901,0,0
"22015",0.982608695652174,0.00869565217391304,0.00869565217391304,0,0
"22051",0.983050847457627,0.00847457627118644,0.00847457627118644,0,0
"22078",0.972477064220184,0.018348623853211,0.0091743119266055,0,0
"22111",1,0,0,0,0
"22153",0.98,0.02,0,0,0
"22181",0.96969696969697,0.0101010101010101,0.0101010101010101,0.0101010101010101,0
"22267",0.969072164948454,0.0309278350515464,0,0,0
"22287",0.99,0.01,0,0,0
"22408",0.978947368421053,0.0210526315789474,0,0,0
"22501",0.965116279069767,0.0348837209302326,0,0,0
"22502",0.977272727272727,0.0227272727272727,0,0,0
