"","V1","V2","V3","V4","V5"
"980",0.582251082251082,0.413419913419913,0.00216450216450216,0.00216450216450216,0
"1134",0.58125,0.4125,0.00416666666666667,0.00208333333333333,0
"1222",0.572368421052632,0.396929824561404,0.0197368421052632,0.00657894736842105,0.0043859649122807
"1344",0.538293216630197,0.431072210065646,0.0284463894967177,0.00218818380743982,0
"1353",0.574112734864301,0.413361169102296,0.00626304801670146,0.00417536534446764,0.00208768267223382
"1380",0.863134657836645,0.123620309050773,0.00883002207505519,0.00441501103752759,0
"1434",0.907327586206897,0.084051724137931,0.00431034482758621,0.00431034482758621,0
"1483",0.494623655913978,0.490322580645161,0.0129032258064516,0.0021505376344086,0
"1484",0.490280777537797,0.490280777537797,0.0151187904967603,0.00215982721382289,0.00215982721382289
"1595",0.932584269662921,0.0651685393258427,0.00224719101123596,0,0
"1644",0.578494623655914,0.393548387096774,0.0236559139784946,0.0043010752688172,0
"1695",0.569868995633188,0.425764192139738,0.00218340611353712,0.00218340611353712,0
"1728",0.495708154506438,0.478540772532189,0.0128755364806867,0.00643776824034335,0.00643776824034335
"1791",0.535046728971963,0.41588785046729,0.0327102803738318,0.0116822429906542,0.00467289719626168
"1797",0.496277915632754,0.419354838709677,0.0669975186104218,0.0148883374689826,0.00248138957816377
"1803",0.527964205816555,0.463087248322148,0.00671140939597315,0.00223713646532438,0
"1883",0.54,0.442222222222222,0.0177777777777778,0,0
"1956",0.547671840354767,0.434589800443459,0.00886917960088692,0.00665188470066519,0.00221729490022173
"2058",0.514893617021277,0.476595744680851,0.00638297872340425,0.00212765957446809,0
"2104",0.532608695652174,0.417391304347826,0.0434782608695652,0.00652173913043478,0
"2121",0.514893617021277,0.476595744680851,0.00638297872340425,0.00212765957446809,0
"2190",0.509719222462203,0.473002159827214,0.0107991360691145,0.00431965442764579,0.00215982721382289
"2275",0.51340206185567,0.478350515463918,0.00824742268041237,0,0
"2311",0.512087912087912,0.476923076923077,0.00659340659340659,0.0043956043956044,0
"2328",0.535123966942149,0.442148760330579,0.0206611570247934,0.00206611570247934,0
"2466",0.518046709129512,0.481953290870488,0,0,0
"2592",0.508583690987124,0.484978540772532,0.00643776824034335,0,0
"2609",0.503118503118503,0.494802494802495,0.00207900207900208,0,0
"2613",0.495798319327731,0.493697478991597,0.00420168067226891,0.00420168067226891,0.00210084033613445
"2685",0.98125,0.0166666666666667,0.00208333333333333,0,0
"2763",0.504081632653061,0.489795918367347,0.00408163265306122,0.00204081632653061,0
"2901",0.508547008547009,0.476495726495726,0.00641025641025641,0.00641025641025641,0.00213675213675214
"3024",0.57606490872211,0.411764705882353,0.0121703853955375,0,0
"3030",0.55625,0.433333333333333,0.0104166666666667,0,0
"3078",0.978,0.02,0.002,0,0
"3093",0.540755467196819,0.451292246520875,0.00596421471172962,0.00198807157057654,0
"3180",0.56547619047619,0.418650793650794,0.0119047619047619,0.00198412698412698,0.00198412698412698
"3365",0.937142857142857,0.0476190476190476,0.0114285714285714,0.0019047619047619,0.0019047619047619
"3379",0.695817490494297,0.283269961977186,0.0152091254752852,0.00570342205323194,0
"3511",0.5,0.495967741935484,0.00201612903225806,0.00201612903225806,0
"3560",0.920696324951644,0.0638297872340425,0.0135396518375242,0.00193423597678917,0
"3629",0.928571428571429,0.0677655677655678,0.00366300366300366,0,0
"3687",0.601941747572815,0.384466019417476,0.0135922330097087,0,0
"3854",0.525,0.461538461538462,0.0115384615384615,0.00192307692307692,0
"3924",0.55640535372849,0.439770554493308,0.00382409177820268,0,0
"3940",0.562256809338521,0.422178988326848,0.00972762645914397,0.00389105058365759,0.00194552529182879
"3951",0.541825095057034,0.450570342205323,0.00380228136882129,0.00380228136882129,0
"4170",0.504708097928437,0.48210922787194,0.00753295668549906,0.00376647834274953,0.00188323917137476
"4277",0.951582867783985,0.0279329608938547,0.0148975791433892,0.00558659217877095,0
"4286",0.684981684981685,0.293040293040293,0.0164835164835165,0.0054945054945055,0
"4324",0.673992673992674,0.316849816849817,0.00366300366300366,0.00366300366300366,0.00183150183150183
"4355",0.96969696969697,0.0227272727272727,0.00757575757575758,0,0
"4621",0.854243542435424,0.140221402214022,0.003690036900369,0.0018450184501845,0
"4764",0.746296296296296,0.25,0.0037037037037037,0,0
"4918",0.620253164556962,0.370705244122966,0.0054249547920434,0.00180831826401447,0.00180831826401447
"4950",0.497316636851521,0.493738819320215,0.0035778175313059,0.0035778175313059,0.00178890876565295
"4959",0.727788279773157,0.262759924385633,0.00378071833648393,0.00378071833648393,0.00189035916824197
"4990",0.817359855334539,0.173598553345389,0.0054249547920434,0.00180831826401447,0.00180831826401447
"5004",0.777981651376147,0.198165137614679,0.0110091743119266,0.0091743119266055,0.0036697247706422
"5029",0.525454545454546,0.463636363636364,0.00727272727272727,0.00363636363636364,0
"5066",0.712230215827338,0.276978417266187,0.00539568345323741,0.00359712230215827,0.00179856115107914
"5145",0.597426470588235,0.375,0.0238970588235294,0.00367647058823529,0
"5175",0.798861480075901,0.193548387096774,0.00759013282732448,0,0
"5220",0.50377358490566,0.483018867924528,0.0113207547169811,0.00188679245283019,0
"5222",0.803921568627451,0.190196078431373,0.00196078431372549,0.00196078431372549,0.00196078431372549
"5223",0.754098360655738,0.240437158469945,0.00182149362477231,0.00182149362477231,0.00182149362477231
"5317",0.627208480565371,0.362190812720848,0.00706713780918728,0.00176678445229682,0.00176678445229682
"5319",0.962633451957295,0.0355871886120996,0.00177935943060498,0,0
"5351",0.6497277676951,0.339382940108893,0.0108892921960073,0,0
"5407",0.666666666666667,0.331588132635253,0.00174520069808028,0,0
"5412",0.660245183887916,0.318739054290718,0.0157618213660245,0.00350262697022767,0.00175131348511384
"5486",0.666666666666667,0.279232111692845,0.0523560209424084,0.00174520069808028,0
"5487",0.628721541155867,0.366024518388792,0.00175131348511384,0.00175131348511384,0.00175131348511384
"5515",0.544520547945205,0.410958904109589,0.0273972602739726,0.011986301369863,0.00513698630136986
"5524",0.678632478632479,0.305982905982906,0.00854700854700855,0.00341880341880342,0.00341880341880342
"5544",0.647058823529412,0.338680926916221,0.0071301247771836,0.0071301247771836,0
"5557",0.672504378283713,0.311733800350263,0.00875656742556918,0.00525394045534151,0.00175131348511384
"5952",0.665486725663717,0.327433628318584,0.00353982300884956,0.00353982300884956,0
"6015",0.764285714285714,0.208928571428571,0.0142857142857143,0.0125,0
"6080",0.610017889087657,0.373881932021467,0.0161001788908766,0,0
"6177",0.705882352941177,0.262975778546713,0.0294117647058824,0.00173010380622837,0
"6326",0.522765598650928,0.468802698145025,0.00674536256323777,0.00168634064080944,0
"6341",0.512867647058823,0.395220588235294,0.0845588235294118,0.00551470588235294,0.00183823529411765
"6370",0.939446366782007,0.0519031141868512,0.00519031141868512,0.00346020761245675,0
"6385",0.695059625212947,0.304940374787053,0,0,0
"6409",0.671280276816609,0.321799307958477,0.00519031141868512,0.00173010380622837,0
"6421",0.678510998307953,0.314720812182741,0.00338409475465313,0.00169204737732657,0.00169204737732657
"6711",0.813531353135314,0.176567656765677,0.00825082508250825,0.00165016501650165,0
"6741",0.521739130434783,0.452173913043478,0.0139130434782609,0.00869565217391304,0.00347826086956522
"6789",0.656765676567657,0.331683168316832,0.0066006600660066,0.00495049504950495,0
"6816",0.742718446601942,0.237864077669903,0.0161812297734628,0.00323624595469256,0
"7003",0.963210702341137,0.0250836120401338,0.0100334448160535,0.00167224080267559,0
"7004",0.659504132231405,0.330578512396694,0.00495867768595041,0.00330578512396694,0.00165289256198347
"7009",0.611021069692058,0.324149108589951,0.0567260940032415,0.00810372771474878,0
"7116",0.617741935483871,0.362903225806452,0.0145161290322581,0.00483870967741936,0
"7180",0.61437908496732,0.357843137254902,0.0179738562091503,0.00980392156862745,0
"7205",0.957555178268251,0.0271646859083192,0.0118845500848896,0.00169779286926995,0.00169779286926995
"7206",0.978003384094755,0.0101522842639594,0.0101522842639594,0.00169204737732657,0
"7225",0.637704918032787,0.275409836065574,0.0868852459016393,0,0
"7250",0.954258675078864,0.0252365930599369,0.00946372239747634,0.00630914826498423,0.00473186119873817
"7288",0.612852664576803,0.374608150470219,0.00626959247648903,0.00470219435736677,0.00156739811912226
"7315",0.545310015898251,0.434022257551669,0.0095389507154213,0.00635930047694754,0.00476947535771065
